"date","county","totalCases","totalDeaths","newCases","vaxInit","vaxCompleted","posTestRatio","caseDensity","infectionRate","infectionRateCI90","riskLevelOverall","vaxInitiatedRatio","vaxCompletedRatio","newDeaths","vaxAdministered","riskLevelCaseDensity","cdcTransmissionLevel","vaxAddDose","vaxAddDoseRatio"
2021-02-18,"New Jersey",758450,22721,3276,1145501,0,0.079,35.6,0.96,0.1,3,0.129,0,132,1542174,3,3,NA,NA
2021-02-19,"New Jersey",761496,22784,3046,1187504,0,0.079,34.5,0.96,0.1,3,0.134,0,63,1604448,3,3,NA,NA
2021-02-20,"New Jersey",764374,22834,2878,1206106,0,0.078,33.1,0.97,0.1,3,0.136,0,50,1648599,3,3,NA,NA
2021-02-21,"New Jersey",766405,22858,2031,1222150,0,0.079,32.8,0.98,0.1,3,0.138,0,24,1689031,3,3,NA,NA
2021-02-22,"New Jersey",769109,22874,2704,1233939,0,0.077,34.9,0.99,0.1,3,0.139,0,16,1711610,3,3,NA,NA
2021-02-23,"New Jersey",772267,22978,3158,1256071,0,0.074,34.1,0.99,0.1,3,0.141,0,104,1759059,3,3,NA,NA
2021-02-24,"New Jersey",775385,23035,3118,1278650,0,0.073,32.5,1,0.1,3,0.144,0,57,1803596,3,3,NA,NA
2021-02-25,"New Jersey",778960,23105,3575,1310121,0,0.073,33,1.01,0.1,3,0.147,0,70,1866378,3,3,NA,NA
2021-02-26,"New Jersey",782829,23192,3869,1348635,0,0.073,34.3,1.01,0.1,3,0.152,0,87,1943116,3,3,NA,NA
2021-02-27,"New Jersey",786964,23238,4135,1385622,0,0.074,36.3,1.02,0.1,3,0.156,0,46,2008524,3,3,NA,NA
2021-02-28,"New Jersey",789354,23252,2390,1423424,0,0.073,36.9,1.02,0.1,3,0.16,0,14,2065666,3,3,NA,NA
2021-03-01,"New Jersey",792496,23273,3142,1448799,0,0.074,37.6,1.03,0.1,3,0.163,0,21,2096498,3,3,NA,NA
2021-03-02,"New Jersey",795785,23321,3289,1511554,0,0.076,37.8,1.03,0.1,3,0.17,0,48,2187330,3,3,NA,NA
2021-03-03,"New Jersey",799476,23383,3691,1555002,0,0.077,38.7,1.04,0.1,3,0.175,0,62,2249861,3,3,NA,NA
2021-03-04,"New Jersey",802669,23491,3193,1609464,0,0.079,38.1,1.04,0.1,3,0.181,0,108,2325257,3,3,NA,NA
2021-03-05,"New Jersey",806367,23521,3698,1661209,830400,0.08,37.9,1.04,0.1,3,0.187,0.093,30,2403077,3,3,NA,NA
2021-03-06,"New Jersey",810089,23557,3722,1712715,859326,0.08,37.2,1.04,0.1,3,0.193,0.097,36,2478696,3,3,NA,NA
2021-03-07,"New Jersey",812609,23574,2520,1749281,883225,0.081,37.4,1.04,0.1,3,0.197,0.099,17,2534361,3,3,NA,NA
2021-03-08,"New Jersey",814916,23590,2307,1775631,898336,0.081,36.1,1.05,0.1,3,0.2,0.101,16,2571874,3,3,NA,NA
2021-03-09,"New Jersey",819042,23635,4126,1821711,923455,0.08,37.4,1.05,0.1,3,0.205,0.104,45,2639438,3,3,NA,NA
2021-03-10,"New Jersey",822817,23691,3775,1871063,953326,0.081,37.5,1.05,0.1,3,0.211,0.107,56,2714949,3,3,NA,NA
2021-03-11,"New Jersey",826631,23737,3814,1958556,998133,0.08,38.5,1.05,0.1,3,0.221,0.112,46,2834934,3,3,NA,NA
2021-03-12,"New Jersey",830847,23854,4216,2018387,1027702,0.081,39.4,1.05,0.1,3,0.227,0.116,117,2916801,3,3,NA,NA
2021-03-13,"New Jersey",834714,23888,3867,2090835,1063758,0.083,39.6,1.06,0.1,3,0.235,0.12,34,3011319,3,3,NA,NA
2021-03-14,"New Jersey",838024,23903,3310,2126722,1084991,0.084,40.9,1.06,0.1,3,0.239,0.122,15,3065373,3,3,NA,NA
2021-03-15,"New Jersey",840846,23925,2822,2158901,1104854,0.086,41.7,1.06,0.1,3,0.243,0.124,22,3112960,3,3,NA,NA
2021-03-16,"New Jersey",844563,23966,3717,2199384,1129830,0.088,41,1.06,0.1,3,0.248,0.127,41,3174729,3,3,NA,NA
2021-03-17,"New Jersey",848875,24004,4312,2251222,1162372,0.089,41.9,1.06,0.1,3,0.253,0.131,38,3254946,3,3,NA,NA
2021-03-18,"New Jersey",853347,24076,4472,2312582,1197797,0.091,43,1.06,0.1,3,0.26,0.135,72,3346883,3,3,NA,NA
2021-03-19,"New Jersey",857739,24103,4392,2372189,1227118,0.092,43.3,1.06,0.1,3,0.267,0.138,27,3431096,3,3,NA,NA
2021-03-20,"New Jersey",862648,24134,4909,2430590,1258003,0.092,44.9,1.06,0.1,3,0.274,0.142,31,3514899,3,3,NA,NA
2021-03-21,"New Jersey",865886,24174,3238,2475567,1284545,0.092,44.8,1.06,0.1,3,0.279,0.145,40,3581686,3,3,NA,NA
2021-03-22,"New Jersey",869037,24181,3151,2510167,1307969,0.092,45.3,1.05,0.1,3,0.283,0.147,7,3635504,3,3,NA,NA
2021-03-23,"New Jersey",873840,24242,4803,2514665,1310353,0.092,47.1,1.05,0.1,3,0.283,0.148,61,3636384,3,3,NA,NA
2021-03-24,"New Jersey",877936,24293,4096,2606788,1368524,0.093,46.7,1.04,0.1,3,0.293,0.154,51,3781744,3,3,NA,NA
2021-03-25,"New Jersey",881880,24330,3944,2661886,1405724,0.095,45.9,1.04,0.1,3,0.3,0.158,37,3869393,3,3,NA,NA
2021-03-26,"New Jersey",887479,24358,5599,2720391,1445318,0.097,47.8,1.03,0.1,3,0.306,0.163,28,3958836,3,3,NA,NA
2021-03-27,"New Jersey",892145,24382,4666,2774867,1491691,0.1,47.4,1.02,0.1,3,0.312,0.168,24,4053945,3,3,NA,NA
2021-03-28,"New Jersey",896650,24389,4505,2822580,1538648,0.1,49.5,1.01,0.1,3,0.318,0.173,7,4142916,3,3,NA,NA
2021-03-29,"New Jersey",900271,24404,3621,2859012,1566611,0.102,50.2,1.01,0.1,3,0.322,0.176,15,4204062,3,3,NA,NA
2021-03-30,"New Jersey",905144,24486,4873,2903068,1613922,0.104,50.3,1,0.1,3,0.327,0.182,82,4292515,3,3,NA,NA
2021-03-31,"New Jersey",908812,24528,3668,2951563,1659604,0.104,49.7,0.99,0.1,3,0.332,0.187,42,4381035,3,3,NA,NA
2021-04-01,"New Jersey",914420,24591,5608,3027313,1730178,0.104,52.3,0.98,0.1,3,0.341,0.195,63,4523995,3,3,NA,NA
2021-04-02,"New Jersey",918949,24615,4529,3103304,1796703,0.104,50.6,0.97,0.1,3,0.349,0.202,24,4655258,3,3,NA,NA
2021-04-03,"New Jersey",923394,24632,4445,3173887,1849501,0.103,50.3,0.97,0.1,3,0.357,0.208,17,4766910,3,3,NA,NA
2021-04-04,"New Jersey",927195,24637,3801,3229559,1890162,0.102,49.1,0.96,0.1,3,0.364,0.213,5,4855447,3,3,NA,NA
2021-04-05,"New Jersey",930026,24649,2831,3266042,1910700,0.101,47.9,0.95,0.1,3,0.368,0.215,12,4909547,3,3,NA,NA
2021-04-06,"New Jersey",933738,24700,3712,3304307,1948426,0.098,46,0.95,0.1,3,0.372,0.219,51,4979819,3,3,NA,NA
2021-04-07,"New Jersey",937979,24744,4241,3373601,2007906,0.096,46.9,0.94,0.1,3,0.38,0.226,44,5094041,3,3,NA,NA
2021-04-08,"New Jersey",942311,24783,4332,3453842,2077411,0.095,44.9,0.94,0.1,3,0.389,0.234,39,5226827,3,3,NA,NA
2021-04-09,"New Jersey",946504,24826,4193,3532817,2153059,0.093,44.3,0.93,0.1,3,0.398,0.242,43,5351413,3,3,NA,NA
2021-04-10,"New Jersey",950103,24859,3599,3619470,2236169,0.092,43,0.93,0.1,3,0.407,0.252,33,5495689,3,3,NA,NA
2021-04-11,"New Jersey",953490,24870,3387,3682138,2288890,0.091,42.3,0.93,0.1,3,0.415,0.258,11,5590502,3,3,NA,NA
2021-04-12,"New Jersey",955966,24896,2476,3738568,2335482,0.089,41.7,0.92,0.1,3,0.421,0.263,26,5673369,3,3,NA,NA
2021-04-13,"New Jersey",959920,24945,3954,3797352,2391528,0.089,42.1,0.92,0.1,3,0.428,0.269,49,5769561,3,3,NA,NA
2021-04-14,"New Jersey",963483,24987,3563,3862780,2445130,0.087,41,0.91,0.1,3,0.435,0.275,42,5874832,3,3,NA,NA
2021-04-15,"New Jersey",967401,25034,3918,3922518,2494175,0.086,40.4,0.9,0.1,3,0.442,0.281,47,5978301,3,3,NA,NA
2021-04-16,"New Jersey",971782,25094,4381,3977971,2542293,0.086,40.7,0.9,0.1,3,0.448,0.286,60,6076066,3,3,NA,NA
2021-04-17,"New Jersey",975704,25134,3922,4035544,2600534,0.085,41.2,0.89,0.1,3,0.454,0.293,40,6188717,3,3,NA,NA
2021-04-18,"New Jersey",978853,25143,3149,4082643,2637550,0.084,40.8,0.88,0.1,3,0.46,0.297,9,6269398,3,3,NA,NA
2021-04-19,"New Jersey",981036,25161,2183,4119225,2673898,0.082,40.3,0.86,0.1,3,0.464,0.301,18,6340637,3,3,NA,NA
2021-04-20,"New Jersey",983875,25206,2839,4161478,2711069,0.079,38.5,0.85,0.1,3,0.469,0.305,45,6415408,3,3,NA,NA
2021-04-21,"New Jersey",987350,25252,3475,4209267,2759775,0.077,38.4,0.83,0.1,3,0.474,0.311,46,6510179,3,3,NA,NA
2021-04-22,"New Jersey",990580,25282,3230,4255550,2811184,0.074,37.3,0.82,0.1,3,0.479,0.316,30,6605809,3,3,NA,NA
2021-04-23,"New Jersey",993414,25328,2834,4310474,2873499,0.071,34.8,0.8,0.1,3,0.485,0.324,46,6720403,3,3,NA,NA
2021-04-24,"New Jersey",996197,25367,2783,4362697,2930275,0.068,33,0.78,0.1,3,0.491,0.33,39,6826763,3,3,NA,NA
2021-04-25,"New Jersey",997891,25380,1694,4402662,2974166,0.067,30.6,0.76,0.1,3,0.496,0.335,13,6908470,3,3,NA,NA
2021-04-26,"New Jersey",988886,25399,NA,4435930,3008260,0.065,NA,0.74,0.1,3,0.499,0.339,19,6974357,3,3,NA,NA
2021-04-27,"New Jersey",991010,25460,2124,4473776,3050496,0.063,30.3,0.72,0.1,3,0.504,0.343,61,7052362,3,3,NA,NA
2021-04-28,"New Jersey",993121,25495,2111,4508353,3099737,0.061,27.7,0.7,0.1,3,0.508,0.349,35,7133352,3,3,NA,NA
2021-04-29,"New Jersey",995365,25529,2244,4545175,3150175,0.059,25.9,0.68,0.1,3,0.512,0.355,34,7217144,3,3,NA,NA
2021-04-30,"New Jersey",997222,25554,1857,4582214,3202180,0.057,24,0.66,0.1,2,0.516,0.361,25,7302231,2,3,NA,NA
2021-05-01,"New Jersey",998811,25588,1589,4615887,3253642,0.055,21.8,0.65,0.1,2,0.52,0.366,34,7381197,2,3,NA,NA
2021-05-02,"New Jersey",1000009,25600,1198,4634016,3286591,0.054,20.9,0.63,0.1,2,0.522,0.37,12,7430120,2,3,NA,NA
2021-05-03,"New Jersey",1000992,25616,983,4646283,3316641,0.05,19.5,0.61,0.1,2,0.523,0.373,16,7468871,2,3,NA,NA
2021-05-04,"New Jersey",1001996,25658,1004,4660766,3354569,0.048,17.7,0.6,0.1,2,0.525,0.378,42,7518475,2,3,NA,NA
2021-05-05,"New Jersey",1004525,25692,NA,4692648,3409035,0.045,NA,0.59,0.1,2,0.528,0.384,34,7600716,2,3,NA,NA
2021-05-06,"New Jersey",1005938,25740,1413,4721500,3462111,0.043,15.1,0.58,0.1,2,0.532,0.39,48,7677602,2,3,NA,NA
2021-05-07,"New Jersey",1006905,25769,967,4755104,3531018,0.041,13.4,0.58,0.1,2,0.535,0.398,29,7773775,2,2,NA,NA
2021-05-08,"New Jersey",1007555,25791,650,4784711,3592009,0.039,11.7,0.58,0.1,2,0.539,0.404,22,7858549,2,2,NA,NA
2021-05-09,"New Jersey",1007894,25801,339,4813916,3643468,0.037,10.1,0.58,0.1,2,0.542,0.41,10,7934175,2,2,NA,NA
2021-05-10,"New Jersey",1008046,25809,152,4841583,3684900,0.036,8.5,0.59,0.1,1,0.545,0.415,8,7999599,1,2,NA,NA
2021-05-11,"New Jersey",1008607,25840,561,4858702,3715081,0.034,7.7,0.6,0.1,1,0.547,0.418,31,8043316,1,2,NA,NA
2021-05-12,"New Jersey",1009093,25873,486,4877903,3759173,0.033,7.3,0.61,0.1,1,0.549,0.423,33,8103394,1,2,NA,NA
2021-05-13,"New Jersey",1009521,25905,428,4896860,3796892,0.031,5.8,0.63,0.1,1,0.551,0.427,32,8156536,1,1,NA,NA
2021-05-14,"New Jersey",1009844,25931,323,4918197,3841128,0.031,4.7,0.65,0.1,1,0.554,0.432,26,8218240,1,1,NA,NA
2021-05-15,"New Jersey",1010490,25952,646,4957429,3889378,0.03,4.7,0.67,0.1,1,0.558,0.438,21,8300824,1,1,NA,NA
2021-05-16,"New Jersey",1010759,25961,269,4985485,3922123,0.03,4.6,0.68,0.1,1,0.561,0.442,9,8358727,1,1,NA,NA
2021-05-17,"New Jersey",1011107,25974,348,5004560,3941273,0.029,4.9,0.7,0.1,1,0.563,0.444,13,8395059,1,1,NA,NA
2021-05-18,"New Jersey",1011752,25998,645,5020196,3965605,0.027,5.1,0.72,0.1,1,0.565,0.446,24,8431873,1,1,NA,NA
2021-05-19,"New Jersey",1012196,26018,444,5055013,4010836,0.026,5,0.74,0.1,1,0.569,0.452,20,8508720,1,1,NA,NA
2021-05-20,"New Jersey",1012757,26041,561,5085381,4051601,0.025,5.2,0.75,0.1,1,0.573,0.456,23,8576106,1,1,NA,NA
2021-05-21,"New Jersey",1013409,26059,652,5128880,4101787,0.024,5.7,0.77,0.1,1,0.577,0.462,18,8666138,1,1,NA,NA
2021-05-22,"New Jersey",1013787,26072,378,5157479,4135717,0.022,5.3,0.78,0.1,1,0.581,0.466,13,8724828,1,1,NA,NA
2021-05-23,"New Jersey",1014088,26079,301,5181964,4163503,0.022,5.4,0.79,0.1,1,0.583,0.469,7,8774427,1,1,NA,NA
2021-05-24,"New Jersey",1014190,26088,102,5198699,4177064,0.021,5,0.8,0.1,1,0.585,0.47,9,8803139,1,1,NA,NA
2021-05-25,"New Jersey",1014579,26112,389,5217197,4198864,0.021,4.5,0.8,0.1,1,0.587,0.473,24,8841278,1,1,NA,NA
2021-05-26,"New Jersey",1014974,26137,395,5241897,4226392,0.02,4.5,0.81,0.1,1,0.59,0.476,25,8890965,1,1,NA,NA
2021-05-27,"New Jersey",1015368,26173,394,5269286,4256025,0.019,4.2,0.82,0.1,1,0.593,0.479,36,8944596,1,1,NA,NA
2021-05-28,"New Jersey",1015634,26185,266,5293316,4279512,0.018,3.6,0.82,0.1,1,0.596,0.482,12,8988961,1,1,NA,NA
2021-05-29,"New Jersey",1015889,26201,255,5324458,4307649,0.018,3.4,0.83,0.1,1,0.599,0.485,16,9045800,1,1,NA,NA
2021-05-30,"New Jersey",1016135,26207,246,5346506,4325374,0.017,3.3,0.84,0.1,1,0.602,0.487,6,9083396,1,1,NA,NA
2021-05-31,"New Jersey",1016332,26212,197,5363925,4336841,0.017,3.4,0.84,0.1,1,0.604,0.488,5,9110414,1,1,NA,NA
2021-06-01,"New Jersey",1016490,26219,158,5370011,4341543,0.016,3.1,0.85,0.1,1,0.605,0.489,7,9120351,1,1,NA,NA
2021-06-02,"New Jersey",1016763,26239,273,5380566,4362434,0.016,2.9,0.86,0.1,1,0.606,0.491,20,9150101,1,1,NA,NA
2021-06-03,"New Jersey",1017044,26253,281,5400721,4389480,0.015,2.7,0.87,0.1,1,0.608,0.494,14,9195623,1,1,NA,NA
2021-06-04,"New Jersey",1017337,26265,293,5422416,4413738,0.014,2.7,0.88,0.1,1,0.61,0.497,12,9237904,1,1,NA,NA
2021-06-05,"New Jersey",1017695,26273,358,5423245,4414559,0.014,2.9,0.89,0.1,1,0.611,0.497,8,9238253,1,1,NA,NA
2021-06-06,"New Jersey",1017904,26279,209,5443429,4444103,0.014,2.8,0.9,0.1,1,0.613,0.5,6,9286153,1,1,NA,NA
2021-06-07,"New Jersey",1018112,26285,208,5464112,4475354,0.013,2.9,0.91,0.1,1,0.615,0.504,6,9335740,1,1,NA,NA
2021-06-08,"New Jersey",1018307,26295,195,5485974,4510374,0.013,2.9,0.92,0.1,1,0.618,0.508,10,9389685,1,1,NA,NA
2021-06-09,"New Jersey",1018491,26309,184,5486741,4511429,0.012,2.8,0.93,0.1,1,0.618,0.508,14,9390172,1,1,NA,NA
2021-06-10,"New Jersey",1018833,26322,342,5504682,4543290,0.012,2.9,0.94,0.1,1,0.62,0.512,13,9438282,1,1,NA,NA
2021-06-11,"New Jersey",1019107,26324,274,5527782,4581122,0.012,2.8,0.94,0.1,1,0.622,0.516,2,9497563,1,1,NA,NA
2021-06-12,"New Jersey",1019356,26327,249,5550116,4623291,0.012,2.7,0.95,0.1,1,0.625,0.521,3,9559315,1,1,NA,NA
2021-06-13,"New Jersey",1019563,26330,207,5573305,4664529,0.011,2.7,0.95,0.1,1,0.627,0.525,3,9621430,1,1,NA,NA
2021-06-14,"New Jersey",1019794,26334,231,5559228,4653627,0.011,2.7,0.96,0.1,1,0.626,0.524,4,9603713,1,1,NA,NA
2021-06-15,"New Jersey",1020043,26345,249,5585180,4704352,0.011,2.8,0.96,0.1,1,0.629,0.53,11,9678432,1,1,NA,NA
2021-06-16,"New Jersey",1020326,26352,283,5604106,4737908,0.011,3,0.96,0.1,1,0.631,0.533,7,9728973,1,1,NA,NA
2021-06-17,"New Jersey",1020564,26364,238,5621121,4768442,0.011,2.8,0.96,0.1,1,0.633,0.537,12,9769651,1,1,NA,NA
2021-06-18,"New Jersey",1020830,26368,266,5633167,4788682,0.011,2.8,0.96,0.1,1,0.634,0.539,4,9799660,1,1,NA,NA
2021-06-19,"New Jersey",1021038,26372,208,5647708,4813294,0.011,2.7,0.96,0.1,1,0.636,0.542,4,9837200,1,1,NA,NA
2021-06-20,"New Jersey",1021182,26374,144,5662700,4837405,0.011,2.6,0.96,0.1,1,0.638,0.545,2,9875233,1,1,NA,NA
2021-06-21,"New Jersey",1021323,26377,141,5670194,4849487,0.011,2.5,0.96,0.1,1,0.638,0.546,3,9893949,1,1,NA,NA
2021-06-22,"New Jersey",1021554,26392,231,5697232,4879364,0.011,2.4,0.96,0.1,1,0.641,0.549,15,9949593,1,1,NA,NA
2021-06-23,"New Jersey",1021822,26403,268,5707588,4890012,0.011,2.4,0.97,0.1,1,0.643,0.551,11,9969179,1,1,NA,NA
2021-06-24,"New Jersey",1022094,26417,272,5720796,4908804,0.011,2.5,0.97,0.1,1,0.644,0.553,14,9999545,1,1,NA,NA
2021-06-25,"New Jersey",1022443,26428,349,5517006,4782589,0.011,2.6,0.97,0.1,1,0.621,0.538,11,9667905,1,1,NA,NA
2021-06-26,"New Jersey",1022680,26434,237,5539266,4817349,0.011,2.6,0.98,0.1,1,0.624,0.542,6,9724314,1,1,NA,NA
2021-06-27,"New Jersey",1022830,26437,150,5554879,4866523,0.011,2.7,0.99,0.1,1,0.625,0.548,3,9786757,1,1,NA,NA
2021-06-28,"New Jersey",1022977,26438,147,5561283,4875103,0.012,2.7,1,0.1,1,0.626,0.549,1,9803748,1,1,NA,NA
2021-06-29,"New Jersey",1023200,26444,223,5568544,4884067,0.013,2.6,1.01,0.1,1,0.627,0.55,6,9819195,1,1,NA,NA
2021-06-30,"New Jersey",1023395,26452,195,5580572,4897515,0.013,2.5,1.02,0.1,1,0.628,0.551,8,9841494,1,1,NA,NA
2021-07-01,"New Jersey",1023613,26463,218,5591191,4912136,0.013,2.4,1.04,0.1,1,0.629,0.553,11,9864834,1,1,NA,NA
2021-07-02,"New Jersey",1023923,26468,310,5600638,4924679,0.013,2.4,1.06,0.1,1,0.631,0.554,5,9886228,1,1,NA,NA
2021-07-03,"New Jersey",1024113,26473,190,5610958,4937662,0.013,2.3,1.08,0.1,1,0.632,0.556,5,9907493,1,1,NA,NA
2021-07-04,"New Jersey",1024225,26473,112,5619381,4947353,0.013,2.2,1.1,0.1,1,0.633,0.557,0,9924787,1,1,NA,NA
2021-07-05,"New Jersey",1024311,26477,86,5624890,4952381,0.014,2.1,1.12,0.1,1,0.633,0.558,4,9934599,1,1,NA,NA
2021-07-06,"New Jersey",1024465,26477,154,5627923,4955488,0.014,2,1.14,0.1,1,0.634,0.558,0,9940163,1,1,NA,NA
2021-07-07,"New Jersey",1024748,26490,283,5636940,4965722,0.014,2.2,1.16,0.1,1,0.635,0.559,13,9958439,1,1,NA,NA
2021-07-08,"New Jersey",1025079,26493,331,5645861,4976576,0.015,2.4,1.19,0.1,1,0.636,0.56,3,9976885,1,1,NA,NA
2021-07-09,"New Jersey",1025477,26496,398,5655224,4987200,0.016,2.5,1.21,0.1,1,0.637,0.561,3,9995935,1,1,NA,NA
2021-07-10,"New Jersey",1025788,26501,311,5663676,4997066,0.017,2.7,1.23,0.1,1,0.638,0.563,5,10013126,1,1,NA,NA
2021-07-11,"New Jersey",1026071,26505,283,5671809,5006341,0.017,3,1.25,0.1,1,0.639,0.564,4,10029522,1,1,NA,NA
2021-07-12,"New Jersey",1026286,26509,215,5678062,5012639,0.018,3.2,1.26,0.1,2,0.639,0.564,4,10041464,1,1,NA,NA
2021-07-13,"New Jersey",1026649,26517,363,5684055,5019632,0.019,3.5,1.28,0.1,2,0.64,0.565,8,10053662,1,1,NA,NA
2021-07-14,"New Jersey",1027014,26520,365,5692629,5029046,0.02,3.6,1.29,0.1,2,0.641,0.566,3,10070697,1,1,NA,NA
2021-07-15,"New Jersey",1027460,26529,446,5701639,5038105,0.021,3.8,1.29,0.1,2,0.642,0.567,9,10087454,1,1,NA,NA
2021-07-16,"New Jersey",1027954,26531,494,5710005,5047091,0.023,4,1.3,0.1,2,0.643,0.568,2,10103999,1,1,NA,NA
2021-07-17,"New Jersey",1028503,26536,549,5718426,5055892,0.024,4.4,1.31,0.1,2,0.644,0.569,5,10119780,1,1,NA,NA
2021-07-18,"New Jersey",1028931,26539,428,5727458,5065462,0.025,4.6,1.31,0.1,2,0.645,0.57,3,10137429,1,1,NA,NA
2021-07-19,"New Jersey",1029243,26545,312,5733873,5071420,0.026,4.8,1.31,0.1,2,0.646,0.571,6,10149152,1,1,NA,NA
2021-07-20,"New Jersey",1029901,26557,658,5739295,5077581,0.029,5.2,1.3,0.1,2,0.646,0.572,12,10159349,1,1,NA,NA
2021-07-21,"New Jersey",1030600,26562,699,5749784,5087461,0.031,5.8,1.3,0.1,2,0.647,0.573,5,10178925,1,1,NA,NA
2021-07-22,"New Jersey",1031346,26564,746,5760948,5096321,0.033,6.3,1.3,0.1,2,0.649,0.574,2,10197628,1,1,NA,NA
2021-07-23,"New Jersey",1032255,26568,909,5771978,5105309,0.035,6.9,1.29,0.1,2,0.65,0.575,4,10216488,1,1,NA,NA
2021-07-24,"New Jersey",1033116,26573,861,5785185,5116572,0.035,7.4,1.28,0.1,2,0.651,0.576,5,10239436,1,2,NA,NA
2021-07-25,"New Jersey",1033712,26575,596,5795106,5124027,0.036,7.7,1.28,0.1,2,0.652,0.577,2,10255677,1,2,NA,NA
2021-07-26,"New Jersey",1034233,26579,521,5801978,5129033,0.037,8,1.27,0.1,2,0.653,0.577,4,10267285,1,2,NA,NA
2021-07-27,"New Jersey",1035027,26586,794,5811134,5133658,0.037,8.2,1.26,0.1,2,0.654,0.578,7,10280170,1,2,NA,NA
2021-07-28,"New Jersey",1035975,26589,948,5823385,5159060,0.038,8.6,1.25,0.1,2,0.656,0.581,3,10317112,1,2,NA,NA
2021-07-29,"New Jersey",1037052,26590,1077,5835626,5168253,0.038,9.2,1.25,0.1,2,0.657,0.582,1,10336670,1,2,NA,NA
2021-07-30,"New Jersey",1038171,26595,1119,5847756,5176518,0.039,9.5,1.24,0.1,2,0.658,0.583,5,10355671,1,2,NA,NA
2021-07-31,"New Jersey",1039353,26602,1182,5862753,5187136,0.041,10,1.23,0.1,2,0.66,0.584,7,10380457,1,2,NA,NA
2021-08-01,"New Jersey",1040281,26607,928,5872988,5194102,0.042,10.6,1.22,0.1,2,0.661,0.585,5,10396207,2,2,NA,NA
2021-08-02,"New Jersey",1041159,26606,878,5880349,5198961,0.043,11.1,1.22,0.1,2,0.662,0.585,0,10407999,2,2,NA,NA
2021-08-03,"New Jersey",1042472,26614,1313,5889320,5204274,0.045,12,1.21,0.1,2,0.663,0.586,8,10421599,2,2,NA,NA
2021-08-04,"New Jersey",1043702,26625,1230,5904224,5213483,0.047,12.4,1.21,0.1,2,0.665,0.587,11,10443839,2,2,NA,NA
2021-08-05,"New Jersey",1045168,26629,1466,5916898,5220954,0.049,13.1,1.2,0.1,2,0.666,0.588,4,10462507,2,2,NA,NA
2021-08-06,"New Jersey",1046514,26636,1346,5930653,5229423,0.05,13.4,1.19,0.1,2,0.668,0.589,7,10483346,2,2,NA,NA
2021-08-07,"New Jersey",1048053,26645,1539,5944452,5237225,0.05,14,1.19,0.1,2,0.669,0.59,9,10503399,2,2,NA,NA
2021-08-08,"New Jersey",1049222,26650,1169,5956570,5244911,0.051,14.4,1.18,0.1,2,0.671,0.59,5,10522285,2,3,NA,NA
2021-08-09,"New Jersey",1050083,26650,861,5965020,5249953,0.052,14.4,1.17,0.1,2,0.672,0.591,0,10535188,2,3,NA,NA
2021-08-10,"New Jersey",1051712,26659,1629,5974524,5255860,0.053,14.9,1.17,0.1,2,0.673,0.592,9,10549532,2,3,NA,NA
2021-08-11,"New Jersey",1053398,26665,1686,5985362,5263595,0.054,15.6,1.16,0.1,2,0.674,0.593,6,10566222,2,3,NA,NA
2021-08-12,"New Jersey",1055252,26672,1854,5995364,5271010,0.054,16.2,1.15,0.1,2,0.675,0.593,7,10582372,2,3,NA,NA
2021-08-13,"New Jersey",1057096,26681,1844,6013213,5283871,0.055,17,1.14,0.1,2,0.677,0.595,9,10611715,2,3,NA,NA
2021-08-14,"New Jersey",1059660,26692,2564,6025025,5292288,0.055,18.7,1.14,0.1,2,0.678,0.596,11,10630697,2,3,NA,NA
2021-08-15,"New Jersey",1060934,26695,1274,6036523,5300615,0.055,18.8,1.13,0.1,2,0.68,0.597,3,10650221,2,3,NA,NA
2021-08-16,"New Jersey",1062238,26696,1304,6045926,5307179,0.056,19.5,1.12,0.1,2,0.681,0.598,1,10667461,2,3,NA,NA
2021-08-17,"New Jersey",1064059,26715,1821,6057182,5316248,0.056,19.9,1.11,0.1,2,0.682,0.599,19,10689164,2,3,NA,NA
2021-08-18,"New Jersey",1065736,26721,1677,6064541,5322325,0.056,19.8,1.1,0.1,2,0.683,0.599,6,10703850,2,3,NA,NA
2021-08-19,"New Jersey",1067758,26731,2022,6082154,5336457,0.056,20.1,1.09,0.1,2,0.685,0.601,10,10738167,2,3,NA,NA
2021-08-20,"New Jersey",1070698,26739,2940,6093262,5345747,0.057,21.9,1.08,0.1,2,0.686,0.602,8,10760124,2,3,NA,NA
2021-08-21,"New Jersey",1072856,26750,2158,6106240,5357523,0.057,21.2,1.08,0.1,2,0.687,0.603,11,10786503,2,3,NA,NA
2021-08-22,"New Jersey",1074306,26752,1450,6116301,5366881,0.058,21.5,1.07,0.1,2,0.689,0.604,2,10807156,2,3,NA,NA
2021-08-23,"New Jersey",1075930,26755,1624,6124367,5374401,0.058,22,1.06,0.1,2,0.69,0.605,3,10824460,2,3,0,0
2021-08-24,"New Jersey",1077787,26775,1857,6130107,5379775,0.057,22.1,1.05,0.1,2,0.69,0.606,20,10835890,2,3,0,0
2021-08-25,"New Jersey",1079900,26796,2113,6147251,5395927,0.056,22.8,1.05,0.1,2,0.692,0.607,21,10871311,2,3,0,0
2021-08-26,"New Jersey",1081954,26807,2054,6159635,5406935,0.057,22.8,1.04,0.1,2,0.693,0.609,11,10896325,2,3,0,0
